clip_id,raw_answer,predicted,ground_truth
5000441022.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000441023.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000441024.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,1
5000441027.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000441030.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000441031.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000441032.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000441033.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000441034.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000441035.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000441037.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000441038.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000441039.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000441040.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000441041.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000441042.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000441043.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera directly.
Rating: 2",2,2
5000441044.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000441045.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000441046.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000441047.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000441048.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000441050.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera directly.
Rating: 2",2,2
5000441051.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera directly.
Rating: 2",2,2
5000441052.avi,"Expression: The student appears to be concentrating, with a focused gaze and slightly furrowed brow.
Posture: The student is sitting upright in a chair, with their hands resting on their face.
Rating: 2",2,2
5000441053.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera directly.
Rating: 2",2,3
5000441054.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera directly.
Rating: 2",2,2
5000441055.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera directly.
Rating: 2",2,3
5000441058.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera directly.
Rating: 2",2,1
5000441059.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera directly.
Rating: 2",2,2
5000441061.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera directly.
Rating: 2",2,3
5000441062.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000441064.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000441065.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera directly.
Rating: 2",2,2
5000441066.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000441067.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera directly.
Rating: 2",2,1
5000441068.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting in front of the camera, holding a phone in their hand.
Rating: 2",2,2
5000441069.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000441070.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000441071.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000441072.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000442001.avi,"Expression: The student appears to be focused and attentive, with a neutral facial expression.
Posture: The student is sitting upright in a chair, facing the camera.
Rating: 2",2,3
5000442002.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera.
Rating: 2",2,2
5000442003.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera.
Rating: 2",2,2
5000442004.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000442005.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000442007.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000442008.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000442009.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000442010.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000442014.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000442015.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera directly.
Rating: 2",2,2
5000442016.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera directly.
Rating: 2",2,2
5000442019.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera directly.
Rating: 2",2,2
5000442021.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera directly.
Rating: 2",2,2
5000442022.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000442024.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000442025.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000442026.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000442027.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000442028.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000442029.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera directly.
Rating: 2",2,3
5000442033.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000442034.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000442035.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000442036.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000442037.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000442038.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000442039.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000442040.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000442042.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000442043.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera directly.
Rating: 2",2,3
5000442045.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera directly.
Rating: 2",2,3
5000442047.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000442048.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000442050.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000442051.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera directly.
Rating: 2",2,2
5000442052.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000442053.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000442054.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000442055.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000442056.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera directly.
Rating: 2",2,2
5000442057.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000442058.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000442059.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000442060.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000442062.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000442063.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000442064.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000442065.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000442066.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000442067.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000442068.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000442069.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000442070.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000442072.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000442073.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000442074.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera.
Rating: 2",2,2
5000442075.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000442076.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera directly.
Rating: 2",2,2
5000442077.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000442078.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000671001.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000671002.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000671003.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000671004.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000671005.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000671006.avi,"Expression: The student appears to be looking directly at the camera with a neutral expression.
Posture: The student is sitting in front of a computer, likely at a desk or table, and seems to be relaxed with their hands resting on the surface in front of them.
Rating: 2 [The student's posture suggests they are engaged but not highly focused on the content.]",2,2
5000671008.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000671009.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000671010.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000671011.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000671012.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000671013.avi,"Expression: The student appears to be looking directly at the camera with a neutral expression.
Posture: The student is sitting upright in front of a computer screen.
Rating: 2",2,2
5000671014.avi,"Expression: The student appears to be looking directly at the camera with a neutral expression.
Posture: The student is sitting in front of a computer, with their head slightly tilted and their hands resting on their lap or desk.
Rating: 2",2,3
5000671015.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000671016.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000671017.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000671018.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000671019.avi,"Expression: The student appears to be looking directly at the camera with a neutral expression.
Posture: The student is sitting in front of a computer, with their head slightly tilted and their hands resting on their lap or desk.
Rating: 2",2,2
5000671020.avi,"Expression: The student appears to be looking directly at the camera with a neutral expression.
Posture: The student is sitting in front of a computer, with their head slightly tilted and their hands resting on their lap or desk.
Rating: 2 [Based on the image, it seems like the student is engaged but not highly engaged, as they are looking at the camera rather than focusing intently on the content.]",2,2
5000671022.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000671023.avi,"Expression: The student appears to be looking directly at the camera with a neutral expression.
Posture: The student is sitting in front of a computer, with their head slightly tilted and their hands resting on their lap or desk.
Rating: 2",2,3
5000671024.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000671026.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000671027.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000671028.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the computer screen.
Rating: 2",2,3
5000671029.avi,"Expression: The student appears to be making a face, possibly in reaction to the content of the video or expressing frustration.
Posture: The student is sitting with their hands clasped together and their head slightly tilted downwards.
Rating: 2",2,2
5000671030.avi,"Expression: The student appears to be in a state of deep thought or contemplation, with their hand on their forehead and a focused gaze.
Posture: The student is sitting at a desk with their legs crossed and their body leaning slightly forward.
Rating: 2",2,3
5000671031.avi,"Expression: The student appears to be focused and intently watching the video.
Posture: The student is sitting with their hand on their face, which could indicate deep concentration or contemplation.
Rating: 2",2,2
5000671032.avi,"Expression: The student appears to be focused and attentive, with a neutral facial expression.
Posture: The student is sitting upright in a chair, with their head turned slightly towards the camera.
Rating: 2",2,3
5000671033.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000671034.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera.
Rating: 2",2,2
5000671035.avi,"Expression: The student appears to be looking down and slightly away from the camera, with a neutral expression.
Posture: The student is sitting in front of a computer with headphones on, leaning back slightly.
Rating: 2",2,3
5000671036.avi,"Expression: The student appears to be looking down and slightly away from the camera, with a neutral expression.
Posture: The student is sitting in front of a computer screen, with their arms resting on their legs or crossed over each other.
Rating: 2",2,2
5000671037.avi,"Expression: The student appears to be looking down and slightly away from the camera, with a neutral expression.
Posture: The student is sitting in front of a computer or laptop, with their hands resting on their lap.
Rating: 2",2,2
5000671038.avi,"Expression: The student appears to be focused and attentive, with a neutral facial expression.
Posture: The student is sitting upright in a chair, with their head slightly tilted downwards.
Rating: 2",2,2
5000671039.avi,"Expression: The student appears to be looking directly at the camera with a neutral expression.
Posture: The student is sitting in front of a computer, leaning slightly forward with their arms resting on their knees.
Rating: 2",2,2
5000671040.avi,"Expression: The student appears to be looking directly at the camera with a neutral expression.
Posture: The student is sitting in front of a wall, leaning slightly forward with their arms resting on their knees.
Rating: 2",2,2
5000671041.avi,"Expression: The student appears to be looking down and slightly away from the camera, with a neutral expression.
Posture: The student is sitting in front of a computer or laptop, with their arms resting on their legs.
Rating: 2",2,1
5000671042.avi,"Expression: The student appears to be focused and attentive, with a neutral facial expression.
Posture: The student is sitting in front of the camera, likely at a desk or table, with their hands resting on their lap.
Rating: 2",2,1
5000671043.avi,"Expression: The student appears to be deep in thought or contemplation, with a slightly furrowed brow and a hand on their chin.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000671046.avi,"Expression: The student appears to be looking down and slightly away from the camera, with a neutral expression.
Posture: The student is sitting in front of a computer screen, with their arms resting on their legs or crossed over each other.
Rating: 2",2,2
5000671047.avi,"Expression: The student appears to be looking directly at the camera with a neutral expression.
Posture: The student is sitting in front of a computer, with their arms resting on their legs and their head slightly tilted forward.
Rating: 2",2,2
5000671048.avi,"Expression: The student appears to be focused and attentive, with a neutral facial expression.
Posture: The student is sitting in front of the camera, leaning slightly forward with their arms resting on their knees or thighs.
Rating: 2",2,1
5000671049.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting in front of the camera, leaning slightly forward with their arms resting on their knees or thighs.
Rating: 2",2,1
5000671050.avi,"Expression: The student appears to be focused and attentive, with a slight frown or serious expression.
Posture: The student is sitting upright in front of the camera, with their hands resting on their lap.
Rating: 2",2,2
5000671051.avi,"Expression: The student appears to be focused and attentive, with a slight smile on their face.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000671053.avi,"Expression: The student appears to be looking slightly away from the camera, with a neutral expression.
Posture: The student is sitting in front of a computer screen, with their head turned to one side.
Rating: 2",2,2
5000671055.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000671056.avi,"Expression: The student appears to be looking down and slightly away from the camera, with a neutral expression.
Posture: The student is sitting in front of a computer screen, with their head turned towards it.
Rating: 2",2,3
5000671057.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000671058.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera.
Rating: 2",2,1
5000671059.avi,"Expression: The student appears to be focused and attentive, with a neutral facial expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000671060.avi,"Expression: The student appears to be focused and intently watching the video.
Posture: The student is sitting with their hand on their face, which could indicate deep thought or concentration.
Rating: 2",2,2
5000671061.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,1
5000671062.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000671063.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, with their head slightly tilted downwards.
Rating: 2",2,2
5000671064.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera.
Rating: 2",2,3
5000671065.avi,"Expression: The student appears to be looking down and slightly away from the camera, with a neutral expression.
Posture: The student is sitting in front of a computer screen, with their head turned towards it.
Rating: 2",2,2
5000671066.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000671067.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera.
Rating: 2",2,2
5000671069.avi,"Expression: The student appears to be looking down and slightly away from the camera, with a neutral expression.
Posture: The student is sitting in front of a computer screen, with their head turned towards it.
Rating: 2",2,1
5000671070.avi,"Expression: The student appears to be looking down and slightly away from the camera, with a neutral expression.
Posture: The student is sitting in front of a computer screen, with their head turned towards it.
Rating: 2",2,1
5000671071.avi,"Expression: The student appears to be looking down and slightly away from the camera, with a neutral expression.
Posture: The student is sitting in front of a computer screen, with their head turned towards it.
Rating: 2",2,2
5000672002.avi,"Expression: The student appears to be making a face, possibly in reaction to the content of the video or expressing some emotion.
Posture: The student is sitting with their hands clasped together and looking directly at the camera.
Rating: 2",2,2
5000672004.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000672005.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera.
Rating: 2",2,2
5000672006.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera.
Rating: 2",2,3
5000672007.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera.
Rating: 2",2,2
5000672008.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting in front of the camera, likely at a desk or table, with their body facing forward.
Rating: 2",2,2
5000672010.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera.
Rating: 2",2,2
5000672011.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera.
Rating: 2",2,3
5000672012.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000672013.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000672014.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000672016.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting in front of the camera, likely at a desk or table, with their body facing forward.
Rating: 2",2,2
5000672017.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000672019.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera.
Rating: 2",2,3
