clip_id,raw_answer,predicted,ground_truth
8264120266.avi,"Expression: The student appears to be focused and slightly contemplative, with their hand near their mouth, possibly indicating deep thought or concentration.
Posture: The student is seated upright, suggesting they are actively engaged in the activity.
Rating: 2",2,1
5000952036.avi,"Expression: The student appears focused and attentive, with a slight tilt of the head indicating interest.
Posture: The student is seated upright, suggesting they are actively participating in the activity.
Rating: 2",2,2
5100351002.avi,"Expression: The student appears focused and attentive, with a neutral to slightly serious expression.
Posture: The student is seated upright, suggesting they are actively engaged in the activity.
Rating: 2",2,1
5000671042.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests concentration.
Posture: The student is seated upright, indicating a level of attentiveness to the content they are viewing.
Rating: 2",2,1
5100422060.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is seated upright, which indicates a level of engagement and attentiveness to the material being presented.
Rating: 2",2,2
5100381004.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is seated upright, which indicates a level of attentiveness and engagement.
Rating: 2",2,2
5000442019.avi,"Expression: The student appears focused and attentive, with a neutral expression.
Posture: The student is sitting upright, indicating a level of attentiveness.
Rating: 2",2,2
5100462011.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests concentration.
Posture: The student is seated upright, indicating a level of engagement with the material.
Rating: 2",2,3
5100452049.avi,"Expression: The student appears focused and attentive, with a neutral facial expression.
Posture: The student is standing upright, facing the camera directly.
Rating: 2",2,3
5100342036.avi,"Expression: The student appears to be focused and slightly contemplative, with a hand resting on their cheek.
Posture: The student is seated, leaning forward slightly, which suggests they are actively engaged.
Rating: 2",2,1
5100461007.avi,"Expression: The student appears to be focused and slightly serious, possibly indicating concentration or contemplation.
Posture: The student is seated upright with a neutral posture, suggesting attentiveness.
Rating: 2",2,1
9877360140.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests concentration.
Posture: The student is seated upright in a chair, indicating a formal or professional setting.
Rating: 2",2,3
5100462032.avi,"Expression: The student appears to be focused and slightly serious, possibly indicating concentration or contemplation.
Posture: The student is seated upright, suggesting attentiveness.
Rating: 2",2,2
5100401023.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is seated upright, which indicates a level of engagement and interest in the material being presented.
Rating: 2",2,1
5100351039.avi,"Expression: The student appears to be focused and slightly relaxed with closed eyes, suggesting deep concentration.
Posture: The student is seated upright, indicating attentiveness.
Rating: 2",2,3
5000671041.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content being presented.
Posture: The student is seated upright, which indicates a level of attentiveness and engagement.
Rating: 2",2,1
5100362028.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests concentration.
Posture: The student is seated upright, indicating a posture conducive to attentiveness.
Rating: 2",2,3
5100451041.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is standing upright, facing the camera directly, which indicates they are actively participating in the activity.
Rating: 2",2,3
5100371024.avi,"Expression: The student appears focused and attentive, with a slight furrow in the brow indicating concentration.
Posture: The student is seated upright, suggesting they are actively participating in the activity.
Rating: 2",2,2
8264120268.avi,"Expression: The student appears to be deep in thought or possibly feeling slightly frustrated, as indicated by their furrowed brow and slightly downturned mouth.
Posture: The student is seated with their hand resting on their chin, suggesting they are actively thinking or contemplating something.
Rating: 2",2,3
8264120231.avi,"Expression: The student appears to be focused and slightly contemplative, with a neutral or slightly closed-lipped expression.
Posture: The student is seated upright, suggesting attentiveness.
Rating: 2",2,1
826412013.avi,"Expression: The student appears to be listening intently with a focused and slightly open-mouthed expression, suggesting they are actively engaged in the content.
Posture: The student has their arms crossed over their chest, which could indicate a defensive or contemplative stance, but it also might simply be a natural position for comfort or",2,1
5100462012.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests concentration.
Posture: The student is seated upright, indicating a level of engagement with the content.
Rating: 2",2,2
5100452016.avi,"Expression: The student appears focused and attentive, with a neutral expression.
Posture: The student is standing upright, facing the camera directly.
Rating: 2",2,1
5100402001.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is seated upright, which indicates a level of attentiveness and engagement.
Rating: 2",2,1
5000952083.avi,"Expression: The student appears focused and attentive, with a slight smile suggesting interest.
Posture: The student is seated upright, indicating a level of attentiveness to the content being viewed.
Rating: 2",2,1
8264120123.avi,"Expression: The student appears to be focused and attentive, with a neutral expression that suggests concentration.
Posture: The student is seated upright with hands clasped together, indicating a formal or engaged posture.
Rating: 2",2,1
8264120284.avi,"Expression: The student appears to be focused and slightly concerned or contemplative.
Posture: The student is leaning forward with one hand touching their forehead, suggesting deep concentration.
Rating: 2",2,1
9289010115.avi,"Expression: The student appears focused and attentive, suggesting they are engaged with the content.
Posture: The student is standing upright, which indicates a level of attentiveness and focus.
Rating: 2",2,3
5100091069.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is seated upright, indicating a level of attentiveness and engagement.
Rating: 2",2,3
5100381017.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is seated upright, which indicates a level of engagement and attentiveness to the material being presented.
Rating: 2",2,2
5100422041.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests concentration.
Posture: The student is seated upright, indicating a level of attentiveness to the content being viewed.
Rating: 2",2,2
5100402020.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is sitting upright, which indicates a level of attentiveness and engagement.
Rating: 2",2,2
5000951067.avi,"Expression: The student appears to be focused and attentive, with a slight smile that suggests interest.
Posture: The student is seated upright, indicating a level of attentiveness.
Rating: 2",2,2
5100091051.avi,"Expression: The student appears focused and attentive, with a neutral expression.
Posture: The student is standing upright, facing the camera directly.
Rating: 2",2,2
9289010274.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests concentration.
Posture: The student is seated upright, indicating a posture conducive to active listening or learning.
Rating: 2",2,3
5100091059.avi,"Expression: The student appears focused and attentive, with a neutral expression.
Posture: The student is standing upright, facing the camera directly.
Rating: 2",2,2
5100092057.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is standing upright, which indicates a level of attentiveness and engagement.
Rating: 2",2,2
5000671057.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content being presented.
Posture: The student is seated upright, which indicates a level of attentiveness and engagement.
Rating: 2",2,2
5100092071.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is standing upright, facing the camera directly, which indicates a level of engagement and attentiveness.
Rating: 2",2,3
987736024.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests concentration.
Posture: The student is seated upright in a chair, indicating a posture conducive to engagement.
Rating: 2",2,2
9877360241.avi,"Expression: The student appears to be focused and attentive, with a neutral expression that suggests they are listening intently.
Posture: The student is seated upright in a chair, which indicates a level of attentiveness and engagement.
Rating: 2",2,3
5100091049.avi,"Expression: The student appears focused and attentive, with a neutral expression.
Posture: The student is standing upright, facing the camera directly.
Rating: 2",2,1
9877360143.avi,"Expression: The student appears focused and attentive, with a neutral expression.
Posture: The student is seated upright in a chair, suggesting they are actively participating in the activity.
Rating: 2",2,3
5000671033.avi,"Expression: The student appears focused and slightly serious, suggesting they are concentrating on the content of the video.
Posture: The student is seated upright with a relaxed yet attentive posture, indicating they are actively engaged.
Rating: 2",2,3
8264120120.avi,"Expression: The student appears to be concentrating intently, with a focused gaze and slightly parted lips, suggesting they are listening closely to the video.
Posture: The student is seated upright, holding a device close to their face, indicating they are actively engaged in the content being presented.
Rating: 3",3,1
8264120239.avi,"Expression: The student appears to be focused and attentive, with a neutral expression that suggests concentration.
Posture: The student is seated upright, indicating a posture conducive to engagement.
Rating: 2",2,1
8264120211.avi,"Expression: The student appears to be deep in thought or concentration, with a slightly furrowed brow and hand near their mouth.
Posture: The student is seated upright, suggesting attentiveness.
Rating: 2",2,1
88265402200.mp4,"Expression: The student appears to be focused and attentive, with a neutral expression that suggests concentration.
Posture: The student is seated upright, indicating a posture conducive to attentiveness.
Rating: 2",2,3
5000952046.avi,"Expression: The student appears focused and slightly serious, suggesting concentration on the content being viewed.
Posture: The student is seated upright, indicating attentiveness to the material.
Rating: 2",2,3
9877360120.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests concentration.
Posture: The student is seated upright in a chair, indicating a formal or attentive posture.
Rating: 2",2,1
9289010152.avi,"Expression: The student appears focused and attentive, suggesting they are engaged with the content.
Posture: The student is seated upright, indicating a level of concentration.
Rating: 2",2,1
5000671005.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content being presented.
Posture: The student is seated upright, which indicates a level of attentiveness and engagement.
Rating: 2",2,2
88265402340.mp4,"Expression: The student appears focused and attentive, with a neutral expression that suggests concentration.
Posture: The student is seated upright, indicating a posture conducive to attentiveness.
Rating: 2",2,2
9403280229.avi,"Expression: The student appears focused and attentive, with a neutral expression.
Posture: The student is seated upright, suggesting they are actively participating in the activity.
Rating: 2",2,3
5000441024.avi,"Expression: The student appears focused and attentive, with a neutral expression.
Posture: The student is sitting upright, suggesting they are actively engaged in the activity.
Rating: 2",2,1
5100341028.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests concentration.
Posture: The student is seated upright, indicating a posture conducive to active listening or learning.
Rating: 2",2,2
5000671048.avi,"Expression: The student appears focused and slightly serious, suggesting they are concentrating on the content of the video.
Posture: The student is seated upright with their shoulders relaxed, indicating a comfortable yet attentive posture.
Rating: 2",2,1
5000672013.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content being presented.
Posture: The student is seated upright, which indicates a level of attentiveness and engagement.
Rating: 2",2,3
5100382003.avi,"Expression: The student appears to be focused and attentive, with a slight smile that suggests interest or amusement.
Posture: The student is seated upright, which indicates they are actively participating in the activity.
Rating: 2",2,3
5100381002.avi,"Expression: The student appears to be focused and contemplative, with a slight frown and hand resting on their chin.
Posture: The student is seated with a relaxed yet attentive posture, suggesting they are actively engaged in the content.
Rating: 2",2,3
5100382013.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is seated upright, which indicates a level of engagement and interest in the material being presented.
Rating: 2",2,3
5000671030.avi,"Expression: The student appears to be deep in thought or concentration, with a hand resting on their forehead.
Posture: The student is seated upright and facing forward, indicating attentiveness.
Rating: 2",2,3
5000442054.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests concentration.
Posture: The student is sitting upright, which indicates a level of attentiveness to the content being viewed.
Rating: 2",2,3
8264120139.avi,"Expression: The student appears to be focused and attentive, with a neutral expression that suggests concentration.
Posture: The student is seated upright, which indicates attentiveness and engagement.
Rating: 2",2,3
826412019.avi,"Expression: The student appears to be focused and attentive, with a neutral expression that suggests they are listening intently.
Posture: The student is seated upright, which indicates a level of attentiveness and engagement.
Rating: 2",2,2
5100461064.avi,"Expression: The student appears focused and slightly serious, suggesting they are concentrating on the content of the video.
Posture: The student is seated, which indicates a typical posture for someone watching a video.
Rating: 2",2,3
9877360215.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content being presented.
Posture: The student is seated upright in a chair, which indicates a level of attentiveness and readiness to engage with the material.
Rating: 2",2,3
9289010269.avi,"Expression: The student appears focused and attentive, with a neutral expression.
Posture: The student is sitting upright, suggesting they are actively participating in the activity.
Rating: 2",2,3
5000441058.avi,"Expression: The student appears focused and calm, with eyes closed and a neutral expression.
Posture: The student is sitting upright, suggesting attentiveness.
Rating: 2",2,1
5100422046.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is seated upright, which indicates a level of engagement and attentiveness to the material being presented.
Rating: 2",2,3
5000671020.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is seated upright, which indicates a level of attentiveness and engagement.
Rating: 2",2,2
5100341061.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests concentration.
Posture: The student is seated upright, indicating a level of attentiveness to the content being viewed.
Rating: 2",2,2
5000671058.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests concentration.
Posture: The student is seated upright, indicating a level of attentiveness to the content being viewed.
Rating: 2",2,1
5000441067.avi,"Expression: The student appears focused and attentive, with a neutral expression.
Posture: The student is sitting upright, suggesting they are actively engaged in the activity.
Rating: 2",2,1
9070011060.mp4,"Expression: The student appears focused and slightly contemplative, with their hand near their mouth, suggesting deep thought or concentration.
Posture: The student is seated, leaning slightly forward, which indicates attentiveness to the content being viewed.
Rating: 2",2,3
5000951039.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is seated upright, which indicates a level of attentiveness and engagement.
Rating: 2",2,2
5100381003.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is seated upright, which indicates a level of attentiveness and engagement.
Rating: 2",2,3
907001670.mp4,"Expression: The student appears to be focused and slightly concerned or thoughtful.
Posture: The student is seated with their head slightly tilted forward, indicating attentiveness.
Rating: 2",2,3
9403280271.avi,"Expression: The student appears focused and attentive, with a slight smile suggesting interest.
Posture: The student is seated upright, indicating a level of attentiveness to the content being viewed.
Rating: 2",2,1
9877360270.avi,"Expression: The student appears to be focused and slightly smiling, indicating interest.
Posture: The student is seated with one hand near their ear, possibly holding headphones or adjusting them, suggesting they are actively listening.
Rating: 2",2,1
5100402024.avi,"Expression: The student appears focused and attentive, with a slight smile that suggests interest.
Posture: The student is sitting upright, indicating a level of attentiveness to the content being viewed.
Rating: 2",2,3
5100402063.avi,"Expression: The student appears to be focused and attentive, with a neutral expression that suggests they are listening intently.
Posture: The student is sitting upright, which indicates a level of attentiveness and engagement.
Rating: 2",2,1
8264120232.avi,"Expression: The student appears to be focused and slightly concerned or contemplative.
Posture: The student is seated upright with a neutral posture, indicating attentiveness.
Rating: 2",2,2
5100342024.avi,"Expression: The student appears to be deep in thought or possibly feeling tired, with hands covering part of their face.
Posture: The student is seated and leaning forward slightly, suggesting they are focused on something in front of them.
Rating: 2",2,1
928901014.avi,"Expression: The student appears focused and attentive, with a slight smile suggesting interest.
Posture: The student is seated upright, indicating they are actively participating in the activity.
Rating: 3",3,1
88265402230.mp4,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is seated upright, which indicates a level of engagement and attentiveness to the material being presented.
Rating: 2",2,2
5000441021.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is sitting upright, which indicates a level of attentiveness and engagement.
Rating: 2",2,3
5100092008.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on something.
Posture: The student is standing upright, which indicates a level of attentiveness and readiness to engage with the content.
Rating: 2",2,3
5000441051.avi,"Expression: The student appears focused and attentive, with a neutral expression.
Posture: The student is sitting upright, indicating a level of attentiveness.
Rating: 2",2,2
5000672077.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is seated upright, which indicates a level of attentiveness and engagement.
Rating: 2",2,2
5100352030.avi,"Expression: The student appears to be focused and slightly smiling, indicating interest in the content.
Posture: The student is seated with one hand near their ear, suggesting they might be listening intently or adjusting their headphones.
Rating: 2",2,3
9877360258.avi,"Expression: The student appears to be focused and attentive, with a slight smile that suggests interest.
Posture: The student is seated upright in a chair, indicating a level of attentiveness.
Rating: 2",2,2
5100462053.avi,"Expression: The student appears to be focused and slightly serious, possibly indicating concentration or contemplation.
Posture: The student is seated upright, suggesting attentiveness.
Rating: 2",2,3
90700170.mp4,"Expression: The student appears focused and slightly concerned, possibly indicating deep concentration or mild confusion.
Posture: The student is seated upright, suggesting attentiveness to the content being viewed.
Rating: 2",2,3
5100092067.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is standing upright, facing the camera directly, which indicates a level of engagement and interest in the material being presented.
Rating: 2",2,3
5100422006.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests concentration.
Posture: The student is seated upright, indicating a level of attentiveness to the content being viewed.
Rating: 2",2,3
88265402900.mp4,"Expression: The student appears focused and attentive, with a neutral expression that suggests concentration.
Posture: The student is seated upright, indicating a posture conducive to attentiveness.
Rating: 2",2,3
8264120279.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright, suggesting they are actively participating in the activity.
Rating: 2",2,1
5100451049.avi,"Expression: The student appears focused and attentive, with a neutral facial expression.
Posture: The student is standing upright, facing the camera directly.
Rating: 2",2,3
9877360172.avi,"Expression: The student appears to be focused and slightly curious, with a thoughtful look.
Posture: The student is seated upright, suggesting attentiveness.
Rating: 2",2,1
5100351022.avi,"Expression: The student appears focused and attentive, with a neutral to slightly serious expression.
Posture: The student is seated upright, suggesting they are actively engaged in the activity.
Rating: 2",2,0
9403280251.avi,"Expression: The student appears focused and attentive, with a neutral expression.
Posture: The student is seated upright, suggesting they are actively participating in the activity.
Rating: 2",2,2
9877360157.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests concentration.
Posture: The student is seated upright in a chair, indicating a posture conducive to engagement.
Rating: 2",2,1
5100462071.avi,"Expression: The student appears to be focused and slightly serious, possibly indicating concentration or contemplation.
Posture: The student is seated upright, suggesting attentiveness.
Rating: 2",2,2
9289010145.avi,"Expression: The student appears focused and attentive while wearing headphones, suggesting they are listening to something important or engaging.
Posture: The student is seated with their hand near their mouth, indicating deep thought or concentration.
Rating: 3",3,1
5100401034.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests concentration.
Posture: The student is seated upright, indicating a level of attentiveness to the content being viewed.
Rating: 2",2,1
5100422071.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is seated upright, indicating a level of attentiveness and engagement.
Rating: 2",2,3
8264120269.avi,"Expression: The student appears to be deep in thought or concentration, with a hand near their chin.
Posture: The student is seated and facing forward, indicating they are focused on something in front of them.
Rating: 2",2,1
5000671050.avi,"Expression: The student appears focused and slightly contemplative, with their hand near their mouth, suggesting deep thought or concentration.
Posture: The student is seated upright, leaning slightly forward, which indicates attentiveness to the content they are viewing.
Rating: 2",2,2
8264120169.avi,"Expression: The student appears to be deep in thought or possibly feeling overwhelmed, as indicated by their hand covering part of their face and their slightly open mouth.
Posture: The student is seated with their head slightly tilted downward, suggesting they are focused on something in front of them, likely the screen of the educational video.",2,1
5100461057.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests concentration.
Posture: The student is seated upright, indicating a level of engagement with the content.
Rating: 2",2,2
5100401026.avi,"Expression: The student appears focused and attentive, with a slight smile suggesting interest.
Posture: The student is seated upright, indicating a level of engagement.
Rating: 2",2,3
5100352031.avi,"Expression: The student appears to be focused and slightly contemplative, possibly indicating deep thought or concentration.
Posture: The student is seated with one hand near their face, suggesting a relaxed yet attentive posture.
Rating: 2",2,3
8264120254.avi,"Expression: The student appears to be focused and slightly concerned or thoughtful.
Posture: The student is sitting upright with a neutral posture.
Rating: 2",2,1
88265402880.mp4,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is seated upright, indicating a posture conducive to active learning.
Rating: 2",2,2
5000672012.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content being presented.
Posture: The student is seated upright, which indicates a level of attentiveness and readiness to engage with the material.
Rating: 2",2,2
5000951047.avi,"Expression: The student appears focused and attentive, with a slight downward gaze that suggests concentration.
Posture: The student is seated upright, indicating a posture conducive to engagement.
Rating: 2",2,2
5100422073.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests concentration.
Posture: The student is seated upright, indicating a level of attentiveness to the content being viewed.
Rating: 2",2,2
9877360185.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests concentration.
Posture: The student is seated upright, indicating a posture conducive to engagement.
Rating: 2",2,2
5100372011.avi,"Expression: The student appears focused and attentive, with a neutral to slightly serious facial expression.
Posture: The student is seated upright, suggesting they are actively participating in the activity.
Rating: 2",2,3
9877360127.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests concentration.
Posture: The student is seated upright in a chair, indicating a posture conducive to engagement.
Rating: 2",2,2
5100472021.avi,"Expression: The student appears to be deep in thought or concentration, with a hand near their mouth.
Posture: The student is standing upright and facing the camera directly.
Rating: 2",2,3
5100451027.avi,"Expression: The student appears focused and attentive, with a neutral facial expression.
Posture: The student is standing upright, facing the camera directly, suggesting they are actively participating.
Rating: 2",2,3
8264120240.avi,"Expression: The student appears to be focused and attentive, with a neutral expression that suggests concentration.
Posture: The student is seated upright, indicating a posture conducive to engagement.
Rating: 2",2,0
5000951027.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is seated upright, which indicates a level of attentiveness and engagement.
Rating: 2",2,1
5100402015.avi,"Expression: The student appears focused and attentive, with a neutral expression.
Posture: The student is sitting upright, suggesting they are actively engaged.
Rating: 2",2,2
9403280246.avi,"Expression: The student appears focused and attentive, with a slight smile suggesting interest.
Posture: The student is seated upright, indicating a level of attentiveness to the content being viewed.
Rating: 2",2,3
9289010114.avi,"Expression: The student appears focused and attentive, with a neutral expression.
Posture: The student is sitting upright, suggesting they are actively participating in the activity.
Rating: 2",2,1
5100351042.avi,"Expression: The student appears to be focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is seated upright, which indicates a level of attentiveness and engagement.
Rating: 2",2,1
5000671038.avi,"Expression: The student appears focused and slightly serious, suggesting they are concentrating on the content of the video.
Posture: The student is seated upright with their shoulders relaxed, indicating a comfortable yet attentive posture.
Rating: 2",2,2
88265401660.mp4,"Expression: The student appears focused and attentive, suggesting they are engaged with the content.
Posture: The student is seated comfortably, holding a phone to their ear, which indicates they might be multitasking or listening to something while watching the video.
Rating: 2",2,3
907001310.mp4,"Expression: The student appears focused and attentive, with a neutral to slightly serious expression.
Posture: The student is seated upright, suggesting they are actively participating in the activity.
Rating: 2",2,3
5100452023.avi,"Expression: The student appears focused and attentive, with a neutral facial expression.
Posture: The student is standing upright, facing the camera directly.
Rating: 2",2,2
8264120127.avi,"Expression: The student appears to be focused and slightly concerned or contemplative.
Posture: The student is sitting with hands clasped together, suggesting a thoughtful or attentive posture.
Rating: 2",2,1
8264120263.avi,"Expression: The student appears to be concentrating and possibly experiencing some discomfort or pain, as indicated by the hand on their face.
Posture: The student is seated with their head slightly tilted forward, suggesting they are focused on something in front of them.
Rating: 2",2,1
5100471012.avi,"Expression: The student appears focused and contemplative, with a hand resting near their chin.
Posture: The student is seated, leaning slightly forward, which suggests attentiveness.
Rating: 2",2,2
5100091012.avi,"Expression: The student appears focused and attentive, with a neutral expression.
Posture: The student is standing upright, suggesting they are actively participating in the activity.
Rating: 2",2,2
5000442015.avi,"Expression: The student appears focused and attentive, with a neutral expression.
Posture: The student is sitting upright, suggesting they are actively engaged in the activity.
Rating: 2",2,2
5100381037.avi,"Expression: The student appears to be focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is seated upright, which indicates a level of attentiveness and engagement.
Rating: 2",2,2
5100091025.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is seated upright, indicating a level of attentiveness and engagement.
Rating: 2",2,2
5100092040.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is standing upright, facing the camera directly, which indicates a level of engagement with the material.
Rating: 2",2,3
5000952015.avi,"Expression: The student appears focused and attentive, with a neutral to slightly serious expression.
Posture: The student is seated upright, suggesting they are actively participating in the activity.
Rating: 2",2,3
5100351004.avi,"Expression: The student appears to be focused and possibly listening intently to something through earphones.
Posture: The student is seated with a neutral posture, suggesting they are attentive to the content being viewed.
Rating: 2",2,2
5100471045.avi,"Expression: The student appears to be deep in thought or concentration, with a hand resting near their chin.
Posture: The student is seated and facing the camera directly, suggesting they are actively participating in the activity.
Rating: 2",2,2
5100382011.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is seated upright, which indicates a level of attentiveness and engagement.
Rating: 2",2,3
8264120136.avi,"Expression: The student appears to be focused and attentive, with a neutral expression that suggests they are listening intently.
Posture: The student is seated with their arms crossed, which could indicate a defensive or contemplative stance.
Rating: 2",2,2
9403280241.avi,"Expression: The student appears to be smiling and looking directly at the camera, indicating a positive and engaged demeanor.
Posture: The student is seated upright with a relaxed yet attentive posture, suggesting they are focused on the content being viewed.
Rating: 3",3,3
5100471069.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is seated upright, indicating a posture conducive to active learning.
Rating: 2",2,3
5000672019.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content being presented.
Posture: The student is seated upright, which indicates a level of attentiveness and engagement.
Rating: 2",2,3
5000952038.avi,"Expression: The student appears focused and attentive, with a slight downward gaze that suggests concentration.
Posture: The student is seated upright, indicating a posture conducive to attentiveness.
Rating: 2",2,3
5100351010.avi,"Expression: The student appears focused and attentive, with a neutral expression that suggests they are concentrating on the content of the video.
Posture: The student is seated upright, indicating a level of attentiveness and engagement.
Rating: 2",2,2
