clip_id,raw_answer,predicted,ground_truth
5000671048.avi,"Expression: The student appears to be focused and attentive, with a neutral facial expression.
Posture: The student is sitting in front of the camera, leaning slightly forward with their arms resting on their knees or thighs.
Rating: 2",2,1
5000672013.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5100382003.avi,"Expression: The student appears to be smiling and looking directly at the camera.
Posture: The student is sitting with their arms crossed in front of them.
Rating: 2",2,3
5100381002.avi,"Expression: The student appears to be looking down and slightly away from the camera, with a neutral expression.
Posture: The student is sitting in front of the camera with their arms crossed.
Rating: 2",2,3
5100382013.avi,"Expression: The student appears to be looking down and away from the camera, with a neutral expression.
Posture: The student is sitting in front of a laptop or computer screen, which suggests they are engaged in watching something on the screen.
Rating: 2",2,3
5000671030.avi,"Expression: The student appears to be in a state of deep thought or contemplation, with their hand on their forehead and a focused gaze.
Posture: The student is sitting at a desk with their legs crossed and their body leaning slightly forward.
Rating: 2",2,3
5000442054.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
8264120139.avi,"Expression: The student appears to be looking down and away from the camera, with a neutral or slightly disinterested expression.
Posture: The student is sitting in front of the camera, but their body posture seems relaxed and not particularly engaged.
Rating: 1",1,3
826412019.avi,"Expression: The student appears to be looking slightly away from the camera, with a neutral expression.
Posture: The student is sitting in front of the camera, with their body facing forward and their head turned to one side.
Rating: 2",2,2
5100461064.avi,"Expression: The student appears to be looking down and away from the camera, with a neutral or slightly disinterested expression.
Posture: The student is sitting in front of a computer screen, possibly listening to an audio source, but their body posture does not indicate high engagement.
Rating: 1 [The student's gaze is directed away from the content they are supposed to be engaged with, suggesting low engagement.]",1,3
9877360215.avi,"Expression: The student appears to be looking down and away from the camera, with a neutral expression.
Posture: The student is sitting in front of a computer screen, possibly at a desk or table.
Rating: 2",2,3
9289010269.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the computer screen.
Rating: 2",2,3
5000441058.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera directly.
Rating: 2",2,1
5100422046.avi,"Expression: The student appears to be looking directly at the camera with a neutral expression.
Posture: The student is sitting in front of a wall with posters, and he has his headphones on.
Rating: 2",2,3
5000671020.avi,"Expression: The student appears to be looking directly at the camera with a neutral expression.
Posture: The student is sitting in front of a computer, with their head slightly tilted and their hands resting on their lap or arms.
Rating: 2 [Based on the image, it seems like the student is engaged but not highly engaged, as they are looking at the camera rather than focusing intently on the content.]",2,2
5100341061.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera.
Rating: 2",2,2
5000671058.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera.
Rating: 2",2,1
5000441067.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,1
9070011060.mp4,"Expression: The student appears to be frowning or pondering, with their hand on their chin.
Posture: They are sitting in a chair and looking down at the camera.
Rating: 2 - The student seems to be somewhat engaged, as they are watching the video and have a thoughtful expression.",2,3
5000951039.avi,"Expression: The student appears to be looking down and away from the camera, with a neutral expression.
Posture: The student is sitting in front of a wall, with their body facing forward but not fully engaged.
Rating: 1",1,2
5100381003.avi,"Expression: The student appears to be looking down and slightly away from the camera, with a neutral expression.
Posture: The student is sitting in front of a laptop or computer screen, with their arms resting on the table or desk.
Rating: 2",2,3
907001670.mp4,"Expression: The student appears to be making a playful or cheeky face, with their mouth slightly open and tongue sticking out.
Posture: The student is sitting at a desk in front of a computer screen, with their hands resting on the table.
Rating: 2",2,3
9403280271.avi,"Expression: The student appears to be smiling and looking directly at the camera.
Posture: The student is sitting with their headphones on, facing the camera.
Rating: 2",2,1
9877360270.avi,"Expression: The student appears to be focused and attentive, with a slight smile.
Posture: The student is sitting upright in their chair, with one hand on their head.
Rating: 2",2,1
5100402024.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera.
Rating: 2",2,3
5100402063.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera.
Rating: 2",2,1
8264120232.avi,"Expression: The student appears to be looking down and away from the camera, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5100342024.avi,"Expression: The student appears to be in a state of deep thought or contemplation, with their hand on their face and a pensive expression.
Posture: The student is sitting at a desk with their arms crossed over their chest.
Rating: 2",2,1
928901014.avi,"Expression: The student appears to be focused and attentive, with a slight smile on their face.
Posture: The student is sitting upright in a chair, wearing headphones and looking at the screen.
Rating: 2",2,1
88265402230.mp4,"Expression: The student appears to be looking down and slightly away from the camera, with a neutral expression.
Posture: The student is sitting in front of a computer screen, possibly at a desk or table.
Rating: 2 - The student seems to be engaged but not highly focused on the content they are watching.",2,2
5000441021.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5100092008.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000441051.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera directly.
Rating: 2",2,2
5000672077.avi,"Expression: The student appears to be looking down and slightly away from the camera, with a neutral expression.
Posture: The student is sitting in front of a bed with headphones on, suggesting they are focused on the content they are watching or listening to.
Rating: 2",2,2
5100352030.avi,"Expression: The student appears to be making a funny or sarcastic face, with a slight smirk.
Posture: The student is sitting in front of the camera, leaning slightly forward with one hand resting on their chin.
Rating: 2",2,3
9877360258.avi,"Expression: The student appears to be looking down and away from the camera, with a neutral expression.
Posture: The student is sitting in an office chair at a desk, facing the camera but not directly engaging with it.
Rating: 1",1,2
5100462053.avi,"Expression: The student appears to be looking down and away from the camera, with a neutral or slightly disinterested expression.
Posture: The student is sitting in front of a computer screen, possibly listening to an audio source, but their body posture does not indicate high engagement.
Rating: 1",1,3
90700170.mp4,"Expression: The student appears to be looking down and away from the camera, with a neutral or slightly contemplative expression.
Posture: The student is sitting in front of a computer screen, possibly at a desk, with their body facing forward.
Rating: 2 - The student seems to be engaged but not highly focused on the content they are watching.",2,3
5100092067.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5100422006.avi,"Expression: The student appears to be looking down and has a neutral expression.
Posture: The student is sitting with their hands resting on the table in front of them, and they are wearing headphones.
Rating: 2",2,3
88265402900.mp4,"Expression: The student appears to be looking directly at the camera with a neutral expression.
Posture: The student is sitting upright in front of a computer screen.
Rating: 2",2,3
8264120279.avi,"Expression: The student appears to be looking down and away from the camera, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,1
5100451049.avi,"Expression: The student appears to be focused and attentive, with a neutral facial expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
9877360172.avi,"Expression: The student appears to be looking off to the side with a neutral expression.
Posture: The student is sitting upright in their chair, with one hand resting on their head and the other arm resting on the table.
Rating: 2",2,1
5100351022.avi,"Expression: The student appears to be making a funny or sarcastic face, with a slight smirk and raised eyebrows.
Posture: The student is sitting in front of the camera, leaning slightly forward with one hand resting on their chin.
Rating: 2",2,0
9403280251.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
9877360157.avi,"Expression: The student appears to be looking down and away from the camera, with a neutral or slightly distracted expression.
Posture: The student is sitting in an office chair at a desk, facing towards the camera but not directly engaging with it.
Rating: 1",1,1
5100462071.avi,"Expression: The student appears to be making a funny face, possibly smirking or grimacing.
Posture: The student is sitting with their head slightly tilted and looking directly at the camera.
Rating: 2",2,2
9289010145.avi,"Expression: The student appears to be focused and attentive, with a neutral facial expression.
Posture: The student is sitting upright in front of the screen.
Rating: 2",2,1
5100401034.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,1
5100422071.avi,"Expression: The student appears to be looking directly at the camera with a neutral expression.
Posture: The student is sitting in front of a computer, with their head slightly tilted and hands resting on their lap or arms crossed.
Rating: 2",2,3
8264120269.avi,"Expression: The student appears to be pondering or deep in thought, with a slight frown and a hand on their chin.
Posture: The student is sitting upright with a relaxed posture.
Rating: 2",2,1
5000671050.avi,"Expression: The student appears to be focused and attentive, with a slight frown or serious expression.
Posture: The student is sitting upright in front of the camera, with their hands resting on their lap.
Rating: 2",2,2
8264120169.avi,"Expression: The student appears to be in a state of confusion or frustration, with their hand on their head and a concerned look.
Posture: They are sitting upright at a desk.
Rating: 2",2,1
5100461057.avi,"Expression: The student appears to be making a funny or sarcastic face, with a slight smirk and raised eyebrows.
Posture: The student is sitting in front of the camera, looking directly at it.
Rating: 2",2,2
5100401026.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5100352031.avi,"Expression: The student appears to be focused and attentive, with a slight smile.
Posture: The student is sitting upright in their chair, with one hand resting on their chin.
Rating: 2",2,3
8264120254.avi,"Expression: The student appears to be looking downwards with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,1
88265402880.mp4,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the computer screen.
Rating: 2",2,2
5000672012.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000951047.avi,"Expression: The student appears to be looking down and slightly away from the camera, with a neutral expression.
Posture: The student is sitting in front of a computer screen, possibly at a desk or table.
Rating: 2",2,2
5100422073.avi,"Expression: The student appears to be looking down and has a neutral expression.
Posture: The student is sitting with their legs crossed, and they are wearing headphones.
Rating: 2",2,2
9877360185.avi,"Expression: The student appears to be looking down and slightly away from the camera, with a neutral or possibly mildly disinterested expression.
Posture: The student is sitting upright in front of a computer screen.
Rating: 2",2,2
5100372011.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
9877360127.avi,"Expression: The student appears to be looking down and away from the camera, with a neutral or slightly contemplative expression.
Posture: The student is sitting in an office chair, leaning forward slightly with their hands resting on the desk.
Rating: 2",2,2
5100472021.avi,"Expression: The student appears to be deep in thought or contemplation, with a focused gaze and slight furrowing of the brow.
Posture: The student is sitting upright at a desk, leaning slightly forward with their hands resting on the table.
Rating: 2",2,3
5100451027.avi,"Expression: The student appears to be focused and attentive, with a neutral facial expression.
Posture: The student is sitting upright in a chair, facing the camera.
Rating: 2",2,3
8264120240.avi,"Expression: The student appears to be looking downwards with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,0
5000951027.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,1
5100402015.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
9403280246.avi,"Expression: The student appears to be smiling and looking directly at the camera.
Posture: The student is sitting with a relaxed posture, wearing headphones around their neck.
Rating: 2",2,3
9289010114.avi,"Expression: The student appears to be focused and attentive.
Posture: The student is sitting upright with a neutral posture, looking directly at the camera.
Rating: 2",2,1
5100351042.avi,"Expression: The student appears to be making a funny or sarcastic face, with a slight smirk and raised eyebrows.
Posture: The student is sitting in front of a computer screen, leaning slightly forward with one hand resting on the desk.
Rating: 2",2,1
5000671038.avi,"Expression: The student appears to be focused and attentive, with a neutral facial expression.
Posture: The student is sitting upright in a chair, with their head slightly tilted downwards.
Rating: 2",2,2
88265401660.mp4,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the computer screen.
Rating: 2",2,3
907001310.mp4,"Expression: The student appears to be making a funny or sarcastic face, with a slight smirk and raised eyebrow.
Posture: The student is sitting at a desk in front of a computer screen, looking directly at the camera.
Rating: 2 - The student seems to be engaged but not highly focused on the educational video.",2,3
5100452023.avi,"Expression: The student appears to be focused and attentive, with a neutral facial expression.
Posture: The student is sitting upright in a chair, facing the camera.
Rating: 2",2,2
8264120127.avi,"Expression: The student appears to be looking down and away from the camera, with a neutral or slightly contemplative expression.
Posture: The student is sitting upright in a chair, with their hands resting on their lap.
Rating: 2",2,1
8264120263.avi,"Expression: The student appears to be looking down and has a neutral expression.
Posture: The student is sitting with their hands on their face, which could indicate a moment of contemplation or boredom.
Rating: 1",1,1
5100471012.avi,"Expression: The student appears to be pondering or deep in thought, with a slight frown and furrowed brow.
Posture: The student is sitting upright at a desk, leaning slightly forward with their hands resting on the table.
Rating: 2",2,2
5100091012.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000442015.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera directly.
Rating: 2",2,2
5100381037.avi,"Expression: The student appears to be looking down and slightly away from the camera, with a neutral expression.
Posture: The student is sitting upright in front of a white wall.
Rating: 2",2,2
5100091025.avi,"Expression: The student appears to be looking directly at the camera with a neutral expression.
Posture: The student is sitting upright in front of a red door, with their hands resting on their lap or arms crossed.
Rating: 2 - The student seems to be engaged but not highly focused on the content they are watching.",2,2
5100092040.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5000952015.avi,"Expression: The student appears to be looking down and away from the camera, with a neutral expression.
Posture: The student is sitting in front of a computer screen, possibly listening to an audio source.
Rating: 2",2,3
5100351004.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, with their head slightly tilted downwards.
Rating: 2",2,2
5100471045.avi,"Expression: The student appears to be pondering or deep in thought, with a slight frown and furrowed brow.
Posture: The student is sitting upright with their hands resting on their knees.
Rating: 2",2,2
5100382011.avi,"Expression: The student appears to be looking down and slightly away from the camera, with a neutral expression.
Posture: The student is sitting in front of a laptop or computer screen, with their arms resting on their knees.
Rating: 2",2,3
8264120136.avi,"Expression: The student appears to be looking directly at the camera with a neutral expression.
Posture: The student is sitting upright, leaning slightly forward.
Rating: 2",2,2
9403280241.avi,"Expression: The student is smiling and appears to be enjoying the video.
Posture: The student is sitting with a relaxed posture, looking directly at the camera.
Rating: 2",2,3
5100471069.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera.
Rating: 2",2,3
5000672019.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in a chair, facing the camera.
Rating: 2",2,3
5000952038.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,3
5100351010.avi,"Expression: The student appears to be looking down and away from the camera, with a neutral or slightly contemplative expression.
Posture: The student is sitting in front of a computer screen, possibly listening to an audio file or watching a video, with their head turned to one side.
Rating: 2 [The student seems to be engaged but not highly focused on the content they are viewing.]",2,2
5000951024.avi,"Expression: The student appears to be bored or disinterested, with a slight frown and a hand on their chin.
Posture: The student is sitting in front of the camera with one arm resting on their head.
Rating: 1",1,1
5100472001.avi,"Expression: The student appears to be making a face, possibly in reaction to the content of the video.
Posture: The student is sitting down with their hand near their nose.
Rating: 2",2,1
5000952062.avi,"Expression: The student appears to be looking down and slightly away from the camera, with a neutral expression.
Posture: The student is sitting in front of a wall with a light on behind them.
Rating: 2",2,1
5100361056.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5000952077.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,2
5100401065.avi,"Expression: The student appears to be focused and attentive, with a neutral expression.
Posture: The student is sitting upright in front of the camera.
Rating: 2",2,1
